Real_Value,Predicted_value_Lasso
64.30000305175781,64.16821873628325
53.4000015258789,50.960247895331925
67.09999847412111,64.60857664402525
56.52,50.47725721525305
55.29999923706055,57.839038466392985
66.40000152587889,65.21086928998345
71.9000015258789,70.97203420473576
63.5,64.12031792339505
68.40000152587889,68.52477897278857
72.19999694824219,68.95756820545512
61.92676162719727,62.92544808410822
59.20000076293945,59.49381920968436
50.099998474121094,54.555235077332156
67.19999694824219,67.52754911026577
74.0999984741211,71.53908902795884
73.0999984741211,71.64236849800518
58.92445373535156,61.37942972419563
70.5999984741211,70.17506036086384
67.40000152587889,67.19174460941531
67.80000305175781,67.48839420354928
59.5,59.733746845387856
49.5037727355957,52.91509546262945
69.80000305175781,68.29808520564288
72.30091857910156,74.01297593647406
59.599998474121094,62.542712925410875
67.5,66.38428755307515
66.40000152587889,65.20835968246642
64.80894470214844,65.01146577878758
67.0,67.43274468927588
72.0999984741211,71.38899671676057
55.5,56.76569852751086
